student_id,school_id,grade,gender,socioeconomic_band,device_access,internet_quality,enrollment_date,baseline_engagement_score,dropout_probability,dropped_out,dropout_day,dropout_date
STU00276,SCH087,7,Female,High,Laptop/Desktop,Moderate,2025-08-05,0.957,0.078,False,,
STU00277,SCH003,12,Male,Middle,Laptop/Desktop,Moderate,2025-08-06,0.758,0.16,True,51.0,2025-09-21
STU00278,SCH043,7,Female,High,Shared phone,Moderate,2025-08-18,0.774,0.175,False,,
STU00279,SCH083,10,Female,Middle,Own phone,Poor,2025-08-04,0.552,0.352,False,,
STU00280,SCH078,7,Male,Middle,Own phone,Moderate,2025-08-11,0.73,0.136,False,,
STU00281,SCH064,7,Female,Middle,Tablet,Moderate,2025-08-17,0.954,0.063,False,,
STU00282,SCH044,11,Male,Low,Laptop/Desktop,Moderate,2025-08-17,0.708,0.235,False,,
STU00283,SCH071,7,Male,Low,Own phone,Good,2025-08-05,0.73,0.213,False,,
STU00284,SCH009,6,Male,High,Shared phone,Moderate,2025-08-08,0.638,0.262,False,,
STU00285,SCH069,9,Female,Low,Own phone,Poor,2025-08-12,0.439,0.467,False,,
STU00286,SCH014,11,Female,Middle,Laptop/Desktop,Good,2025-08-13,0.98,0.08,False,,
STU00287,SCH032,8,Male,Middle,Own phone,Moderate,2025-08-04,0.73,0.125,True,27.0,2025-08-28
STU00288,SCH064,6,Male,Low,Shared phone,Poor,2025-08-13,0.143,0.72,True,40.0,2025-09-10
STU00289,SCH006,12,Male,High,Own phone,Good,2025-08-01,0.98,0.085,False,,
STU00290,SCH018,10,Female,Low,Tablet,Moderate,2025-08-14,0.59,0.325,True,36.0,2025-09-06
STU00291,SCH005,11,Female,Middle,Shared phone,Good,2025-08-16,0.801,0.191,False,,
STU00292,SCH044,10,Female,Middle,Own phone,Good,2025-08-10,0.882,0.107,False,,
STU00293,SCH053,10,Male,Low,Shared phone,Good,2025-08-06,0.719,0.314,False,,
STU00294,SCH081,8,Female,Low,Own phone,Poor,2025-08-06,0.474,0.422,False,,
STU00295,SCH023,8,Male,Middle,Shared phone,Moderate,2025-08-15,0.587,0.303,True,27.0,2025-08-28
STU00296,SCH032,10,Female,Low,Shared phone,Poor,2025-08-09,0.403,0.67,True,44.0,2025-09-14
STU00297,SCH047,10,Female,Middle,Tablet,Moderate,2025-08-20,0.7,0.164,False,,
STU00298,SCH018,12,Male,Middle,Shared phone,Good,2025-08-21,0.492,0.438,False,,
STU00299,SCH082,9,Male,Low,Shared phone,Poor,2025-08-10,0.23,0.72,True,56.0,2025-09-26
STU00300,SCH050,8,Male,Low,Own phone,Good,2025-08-06,0.595,0.254,True,35.0,2025-09-05
STU00301,SCH028,9,Female,Low,Shared phone,Moderate,2025-08-18,0.443,0.491,False,,
STU00302,SCH006,9,Male,Middle,Shared phone,Poor,2025-08-16,0.362,0.596,True,54.0,2025-09-24
STU00303,SCH060,8,Female,Middle,Own phone,Good,2025-08-04,0.98,0.065,False,,
STU00304,SCH039,11,Male,Low,Own phone,Moderate,2025-08-20,0.573,0.351,False,,
STU00305,SCH090,9,Male,Middle,Own phone,Moderate,2025-08-05,0.667,0.175,False,,
STU00306,SCH047,6,Female,Middle,Laptop/Desktop,Moderate,2025-08-12,0.98,0.06,False,,
STU00307,SCH033,9,Male,Middle,Own phone,Poor,2025-08-04,0.494,0.35,True,48.0,2025-09-18
STU00308,SCH050,10,Female,Low,Own phone,Poor,2025-08-11,0.549,0.438,False,,
STU00309,SCH043,12,Female,Low,Laptop/Desktop,Moderate,2025-08-14,0.95,0.113,False,,
STU00310,SCH028,8,Female,Low,Own phone,Good,2025-08-03,0.678,0.208,False,,
STU00311,SCH088,9,Female,Middle,Laptop/Desktop,Good,2025-08-06,0.98,0.066,False,,
STU00312,SCH062,9,Male,Middle,Own phone,Good,2025-08-16,0.821,0.094,False,,
STU00313,SCH077,9,Male,Low,Tablet,Good,2025-08-21,0.772,0.178,True,69.0,2025-10-09
STU00314,SCH075,6,Male,Low,Laptop/Desktop,Poor,2025-08-20,0.718,0.265,False,,
STU00315,SCH097,11,Male,Middle,Shared phone,Good,2025-08-16,0.868,0.157,True,29.0,2025-08-30
STU00316,SCH011,12,Male,Low,Laptop/Desktop,Good,2025-08-21,0.96,0.107,False,,
STU00317,SCH097,9,Female,Middle,Own phone,Moderate,2025-08-04,0.858,0.081,False,,
STU00318,SCH039,9,Female,Middle,Own phone,Moderate,2025-08-05,0.882,0.099,False,,
STU00319,SCH021,6,Female,Low,Own phone,Good,2025-08-09,0.749,0.165,False,,
STU00320,SCH027,9,Male,Middle,Shared phone,Good,2025-08-20,0.767,0.174,False,,
STU00321,SCH004,8,Male,Low,Shared phone,Good,2025-08-17,0.702,0.344,False,,
STU00322,SCH039,10,Male,Middle,Laptop/Desktop,Moderate,2025-08-08,0.731,0.182,False,,
STU00323,SCH066,6,Female,Low,Tablet,Good,2025-08-01,0.86,0.122,False,,
STU00324,SCH059,10,Female,Middle,Laptop/Desktop,Moderate,2025-08-14,0.98,0.076,False,,
STU00325,SCH048,7,Male,Middle,Own phone,Good,2025-08-07,0.98,0.059,False,,
STU00326,SCH028,10,Female,Low,Shared phone,Moderate,2025-08-05,0.579,0.437,False,,
STU00327,SCH019,10,Male,Middle,Own phone,Good,2025-08-05,0.764,0.147,False,,
STU00328,SCH059,7,Female,Middle,Shared phone,Good,2025-08-06,0.856,0.146,False,,
STU00329,SCH081,8,Female,High,Own phone,Moderate,2025-08-07,0.863,0.083,False,,
STU00330,SCH003,11,Male,Low,Laptop/Desktop,Good,2025-08-13,0.98,0.121,False,,
STU00331,SCH015,9,Male,Low,Laptop/Desktop,Good,2025-08-04,0.98,0.095,False,,
STU00332,SCH059,6,Male,Low,Own phone,Moderate,2025-08-11,0.753,0.167,False,,
STU00333,SCH041,8,Female,High,Own phone,Poor,2025-08-20,0.747,0.188,False,,
STU00334,SCH019,8,Female,Middle,Own phone,Good,2025-08-21,0.945,0.072,True,40.0,2025-09-10
STU00335,SCH056,10,Male,Low,Own phone,Moderate,2025-08-18,0.673,0.261,False,,
STU00336,SCH021,9,Male,Middle,Tablet,Moderate,2025-08-06,0.779,0.11,False,,
STU00337,SCH099,6,Male,Low,Own phone,Moderate,2025-08-04,0.887,0.122,False,,
STU00338,SCH076,9,Male,Middle,Shared phone,Poor,2025-08-19,0.274,0.679,True,39.0,2025-09-09
STU00339,SCH007,10,Female,Middle,Shared phone,Moderate,2025-08-09,0.64,0.301,False,,
STU00340,SCH080,10,Female,Middle,Laptop/Desktop,Good,2025-08-10,0.907,0.098,False,,
STU00341,SCH092,6,Male,Middle,Tablet,Poor,2025-08-09,0.787,0.17,False,,
STU00342,SCH028,8,Male,Low,Laptop/Desktop,Moderate,2025-08-03,0.94,0.102,False,,
STU00343,SCH096,8,Female,Middle,Own phone,Poor,2025-08-16,0.386,0.47,False,,
STU00344,SCH091,7,Female,Middle,Own phone,Good,2025-08-06,0.939,0.068,False,,
STU00345,SCH077,8,Non-binary,Low,Own phone,Moderate,2025-08-05,0.511,0.334,False,,
STU00346,SCH016,6,Male,High,Laptop/Desktop,Good,2025-08-16,0.98,0.06,False,,
STU00347,SCH011,6,Male,Middle,Own phone,Good,2025-08-15,0.899,0.074,False,,
STU00348,SCH013,10,Female,High,Tablet,Good,2025-08-18,0.98,0.071,False,,
STU00349,SCH053,7,Male,Middle,Shared phone,Moderate,2025-08-15,0.676,0.224,False,,
STU00350,SCH046,10,Male,Low,Shared phone,Moderate,2025-08-01,0.585,0.429,True,77.0,2025-10-17
STU00351,SCH065,6,Male,Middle,Shared phone,Poor,2025-08-09,0.578,0.383,False,,
STU00352,SCH058,9,Female,Middle,Own phone,Moderate,2025-08-09,0.83,0.094,False,,
STU00353,SCH056,8,Male,Low,Laptop/Desktop,Moderate,2025-08-07,0.865,0.133,False,,
STU00354,SCH079,11,Male,Middle,Laptop/Desktop,Moderate,2025-08-11,0.98,0.084,False,,
STU00355,SCH041,11,Male,Low,Tablet,Poor,2025-08-11,0.419,0.546,True,44.0,2025-09-14
STU00356,SCH095,8,Male,Low,Own phone,Moderate,2025-08-13,0.862,0.116,False,,
STU00357,SCH054,10,Male,High,Laptop/Desktop,Moderate,2025-08-21,0.98,0.076,False,,
STU00358,SCH032,7,Female,Low,Shared phone,Moderate,2025-08-14,0.394,0.514,True,41.0,2025-09-11
STU00359,SCH081,9,Male,Middle,Laptop/Desktop,Moderate,2025-08-20,0.962,0.062,False,,
STU00360,SCH008,6,Male,Middle,Tablet,Moderate,2025-08-18,0.935,0.076,False,,
STU00361,SCH066,8,Female,Middle,Own phone,Moderate,2025-08-16,0.665,0.151,True,19.0,2025-08-20
STU00362,SCH064,7,Female,Low,Shared phone,Moderate,2025-08-06,0.418,0.485,False,,
STU00363,SCH063,11,Male,Middle,Shared phone,Good,2025-08-13,0.857,0.198,False,,
STU00364,SCH021,8,Female,Middle,Own phone,Good,2025-08-03,0.958,0.065,False,,
STU00365,SCH059,9,Male,High,Laptop/Desktop,Moderate,2025-08-20,0.98,0.062,False,,
STU00366,SCH055,8,Female,Low,Tablet,Moderate,2025-08-04,0.707,0.188,False,,
STU00367,SCH096,7,Female,Low,Own phone,Good,2025-08-06,0.661,0.254,False,,
STU00368,SCH074,7,Female,Middle,Own phone,Good,2025-08-20,0.709,0.147,True,58.0,2025-09-28
STU00369,SCH081,12,Male,Low,Tablet,Poor,2025-08-03,0.611,0.37,False,,
STU00370,SCH079,11,Male,Middle,Own phone,Moderate,2025-08-12,0.848,0.122,False,,
STU00371,SCH068,6,Female,Middle,Shared phone,Moderate,2025-08-13,0.579,0.324,False,,
STU00372,SCH052,10,Female,Middle,Tablet,Good,2025-08-05,0.795,0.145,False,,
STU00373,SCH096,8,Female,High,Own phone,Poor,2025-08-09,0.788,0.197,False,,
STU00374,SCH091,6,Male,Middle,Own phone,Good,2025-08-17,0.953,0.065,False,,
STU00375,SCH038,9,Non-binary,High,Own phone,Moderate,2025-08-15,0.875,0.085,False,,
STU00376,SCH037,6,Male,Middle,Shared phone,Good,2025-08-13,0.731,0.211,False,,
STU00377,SCH079,7,Female,Low,Laptop/Desktop,Good,2025-08-12,0.938,0.109,False,,
STU00378,SCH047,10,Male,Middle,Laptop/Desktop,Moderate,2025-08-08,0.98,0.074,False,,
STU00379,SCH025,7,Female,Middle,Laptop/Desktop,Good,2025-08-14,0.939,0.074,False,,
STU00380,SCH078,11,Female,High,Laptop/Desktop,Good,2025-08-01,0.98,0.081,False,,
STU00381,SCH013,10,Female,Low,Own phone,Good,2025-08-02,0.949,0.11,False,,
STU00382,SCH092,11,Female,Low,Own phone,Moderate,2025-08-17,0.658,0.263,False,,
STU00383,SCH097,9,Female,High,Tablet,Poor,2025-08-04,0.98,0.087,False,,
STU00384,SCH096,11,Male,Low,Shared phone,Good,2025-08-16,0.656,0.427,True,31.0,2025-09-01
STU00385,SCH024,8,Female,Middle,Laptop/Desktop,Poor,2025-08-01,0.825,0.17,False,,
STU00386,SCH094,9,Male,Middle,Shared phone,Good,2025-08-06,0.787,0.16,False,,
STU00387,SCH086,9,Male,Low,Own phone,Moderate,2025-08-20,0.635,0.233,True,72.0,2025-10-12
STU00388,SCH059,12,Male,Low,Tablet,Moderate,2025-08-06,0.784,0.184,True,69.0,2025-10-09
STU00389,SCH053,7,Female,Middle,Laptop/Desktop,Good,2025-08-21,0.98,0.059,True,43.0,2025-09-13
STU00390,SCH077,9,Male,Low,Tablet,Good,2025-08-06,0.799,0.166,False,,
STU00391,SCH072,10,Female,Middle,Own phone,Moderate,2025-08-14,0.714,0.165,False,,
STU00392,SCH076,8,Female,Middle,Own phone,Moderate,2025-08-15,0.98,0.074,False,,
STU00393,SCH065,11,Male,Middle,Own phone,Moderate,2025-08-14,0.698,0.161,False,,
STU00394,SCH059,8,Male,Middle,Tablet,Poor,2025-08-07,0.883,0.125,False,,
STU00395,SCH069,7,Male,Low,Own phone,Moderate,2025-08-16,0.645,0.223,False,,
STU00396,SCH042,9,Male,Middle,Tablet,Moderate,2025-08-07,0.98,0.056,False,,
STU00397,SCH024,8,Male,Low,Shared phone,Moderate,2025-08-18,0.404,0.558,True,57.0,2025-09-27
STU00398,SCH047,6,Male,Low,Own phone,Moderate,2025-08-08,0.789,0.147,True,76.0,2025-10-16
STU00399,SCH091,6,Male,High,Laptop/Desktop,Good,2025-08-18,0.98,0.06,False,,
STU00400,SCH021,7,Male,Low,Own phone,Good,2025-08-21,0.926,0.101,False,,
STU00401,SCH035,10,Female,Low,Tablet,Moderate,2025-08-16,0.859,0.159,False,,
STU00402,SCH072,11,Non-binary,High,Own phone,Good,2025-08-10,0.84,0.117,False,,
STU00403,SCH061,9,Male,Low,Laptop/Desktop,Moderate,2025-08-09,0.895,0.135,True,33.0,2025-09-03
STU00404,SCH092,6,Male,Low,Shared phone,Moderate,2025-08-08,0.415,0.519,False,,
STU00405,SCH043,9,Female,Middle,Own phone,Moderate,2025-08-08,0.931,0.069,False,,
STU00406,SCH083,11,Female,Middle,Laptop/Desktop,Good,2025-08-10,0.98,0.08,False,,
STU00407,SCH074,10,Male,High,Tablet,Moderate,2025-08-11,0.98,0.083,False,,
STU00408,SCH022,8,Female,Middle,Own phone,Moderate,2025-08-16,0.855,0.096,False,,
STU00409,SCH033,6,Female,High,Own phone,Good,2025-08-19,0.98,0.067,True,66.0,2025-10-06
STU00410,SCH098,12,Male,Low,Own phone,Good,2025-08-19,0.936,0.116,False,,
STU00411,SCH050,11,Male,Middle,Laptop/Desktop,Good,2025-08-13,0.98,0.078,False,,
STU00412,SCH032,6,Male,Low,Tablet,Good,2025-08-21,0.894,0.11,False,,
STU00413,SCH053,11,Male,High,Laptop/Desktop,Good,2025-08-19,0.98,0.073,False,,
STU00414,SCH051,6,Female,High,Laptop/Desktop,Poor,2025-08-11,0.881,0.117,False,,
STU00415,SCH021,6,Female,Low,Own phone,Good,2025-08-09,0.98,0.086,False,,
STU00416,SCH074,10,Male,High,Own phone,Moderate,2025-08-10,0.902,0.104,False,,
STU00417,SCH038,9,Female,Middle,Tablet,Poor,2025-08-01,0.588,0.268,False,,
STU00418,SCH062,8,Male,Low,Laptop/Desktop,Good,2025-08-07,0.98,0.084,False,,
STU00419,SCH007,12,Non-binary,Middle,Tablet,Poor,2025-08-09,0.711,0.238,False,,
STU00420,SCH056,11,Male,High,Shared phone,Poor,2025-08-17,0.543,0.501,False,,
STU00421,SCH043,6,Male,Low,Laptop/Desktop,Moderate,2025-08-06,0.961,0.089,False,,
STU00422,SCH094,9,Male,Low,Tablet,Good,2025-08-14,0.98,0.08,False,,
STU00423,SCH073,10,Male,High,Laptop/Desktop,Good,2025-08-07,0.891,0.119,False,,
STU00424,SCH088,9,Female,Middle,Own phone,Poor,2025-08-08,0.737,0.195,False,,
STU00425,SCH026,12,Male,Middle,Own phone,Moderate,2025-08-02,0.542,0.251,True,47.0,2025-09-17
STU00426,SCH088,10,Female,Middle,Tablet,Good,2025-08-11,0.98,0.08,False,,
STU00427,SCH011,6,Male,Middle,Tablet,Moderate,2025-08-03,0.98,0.058,False,,
STU00428,SCH043,7,Female,Low,Shared phone,Moderate,2025-08-05,0.664,0.306,True,73.0,2025-10-13
STU00429,SCH034,11,Male,Low,Own phone,Moderate,2025-08-11,0.685,0.248,False,,
STU00430,SCH083,12,Male,High,Tablet,Moderate,2025-08-15,0.98,0.08,False,,
STU00431,SCH063,6,Female,Middle,Laptop/Desktop,Poor,2025-08-09,0.774,0.191,False,,
STU00432,SCH024,6,Male,Middle,Shared phone,Good,2025-08-06,0.766,0.214,False,,
STU00433,SCH028,10,Female,High,Shared phone,Moderate,2025-08-19,0.756,0.232,True,37.0,2025-09-07
STU00434,SCH069,6,Female,Low,Own phone,Good,2025-08-08,0.98,0.089,False,,
STU00435,SCH030,6,Female,High,Shared phone,Good,2025-08-07,0.98,0.103,False,,
STU00436,SCH039,11,Female,Middle,Shared phone,Moderate,2025-08-02,0.398,0.528,True,45.0,2025-09-15
STU00437,SCH091,11,Non-binary,High,Own phone,Good,2025-08-08,0.925,0.087,False,,
STU00438,SCH060,11,Non-binary,Low,Tablet,Poor,2025-08-05,0.583,0.416,False,,
STU00439,SCH058,10,Male,Low,Own phone,Moderate,2025-08-08,0.813,0.166,False,,
STU00440,SCH065,8,Male,Middle,Own phone,Moderate,2025-08-05,0.693,0.135,False,,
STU00441,SCH047,12,Male,High,Laptop/Desktop,Good,2025-08-05,0.98,0.074,False,,
STU00442,SCH041,8,Male,High,Own phone,Good,2025-08-16,0.98,0.065,False,,
STU00443,SCH100,7,Male,Middle,Laptop/Desktop,Moderate,2025-08-10,0.98,0.064,False,,
STU00444,SCH063,11,Female,Middle,Own phone,Good,2025-08-15,0.719,0.181,False,,
STU00445,SCH066,10,Male,Low,Laptop/Desktop,Moderate,2025-08-13,0.913,0.128,False,,
STU00446,SCH036,11,Non-binary,Middle,Laptop/Desktop,Poor,2025-08-12,0.711,0.241,True,73.0,2025-10-13
STU00447,SCH083,7,Female,High,Shared phone,Moderate,2025-08-10,0.69,0.235,False,,
STU00448,SCH057,12,Female,Middle,Tablet,Good,2025-08-09,0.972,0.072,True,54.0,2025-09-24
STU00449,SCH075,9,Female,Low,Tablet,Moderate,2025-08-06,0.893,0.115,False,,
STU00450,SCH028,10,Female,High,Own phone,Moderate,2025-08-19,0.942,0.088,False,,
STU00451,SCH035,12,Male,Low,Tablet,Good,2025-08-09,0.705,0.236,False,,
STU00452,SCH031,8,Female,Middle,Own phone,Poor,2025-08-19,0.621,0.258,True,61.0,2025-10-01
STU00453,SCH053,10,Male,Middle,Own phone,Poor,2025-08-17,0.833,0.166,False,,
STU00454,SCH049,10,Male,Middle,Laptop/Desktop,Poor,2025-08-13,0.808,0.17,False,,
STU00455,SCH027,11,Female,Middle,Shared phone,Poor,2025-08-18,0.506,0.489,False,,
STU00456,SCH006,11,Male,Middle,Shared phone,Moderate,2025-08-14,0.665,0.306,False,,
STU00457,SCH029,10,Male,Low,Shared phone,Moderate,2025-08-18,0.098,0.72,True,45.0,2025-09-15
STU00458,SCH069,6,Male,Low,Laptop/Desktop,Good,2025-08-17,0.98,0.089,True,76.0,2025-10-16
STU00459,SCH013,7,Male,Middle,Shared phone,Good,2025-08-14,0.755,0.18,False,,
STU00460,SCH065,12,Male,Middle,Shared phone,Good,2025-08-16,0.613,0.304,False,,
STU00461,SCH012,12,Female,Middle,Tablet,Poor,2025-08-18,0.778,0.221,False,,
STU00462,SCH029,12,Female,Low,Tablet,Moderate,2025-08-05,0.863,0.165,False,,
STU00463,SCH089,6,Female,Low,Own phone,Poor,2025-08-19,0.574,0.367,True,37.0,2025-09-07
STU00464,SCH085,8,Female,Middle,Laptop/Desktop,Moderate,2025-08-11,0.98,0.063,False,,
STU00465,SCH004,10,Male,Middle,Shared phone,Moderate,2025-08-03,0.613,0.373,False,,
STU00466,SCH099,10,Female,Middle,Tablet,Moderate,2025-08-04,0.98,0.081,False,,
STU00467,SCH066,6,Male,Middle,Own phone,Good,2025-08-16,0.98,0.061,False,,
STU00468,SCH060,9,Female,Low,Own phone,Good,2025-08-17,0.779,0.162,True,37.0,2025-09-07
STU00469,SCH061,7,Male,Low,Laptop/Desktop,Poor,2025-08-14,0.535,0.439,True,44.0,2025-09-14
STU00470,SCH002,9,Female,Low,Own phone,Good,2025-08-14,0.825,0.131,False,,
STU00471,SCH081,7,Male,Middle,Shared phone,Poor,2025-08-19,0.473,0.465,True,54.0,2025-09-24
STU00472,SCH074,6,Male,Low,Shared phone,Good,2025-08-21,0.583,0.396,False,,
STU00473,SCH072,6,Female,Low,Shared phone,Moderate,2025-08-18,0.405,0.52,True,46.0,2025-09-16
STU00474,SCH096,12,Male,High,Laptop/Desktop,Poor,2025-08-03,0.792,0.232,False,,
STU00475,SCH076,10,Female,Middle,Shared phone,Moderate,2025-08-17,0.412,0.516,True,77.0,2025-10-17
STU00476,SCH003,12,Male,Middle,Laptop/Desktop,Moderate,2025-08-11,0.879,0.115,False,,
STU00477,SCH028,9,Male,Middle,Shared phone,Good,2025-08-17,0.773,0.187,False,,
STU00478,SCH035,8,Female,Low,Laptop/Desktop,Moderate,2025-08-16,0.815,0.149,False,,
STU00479,SCH015,8,Female,Low,Laptop/Desktop,Good,2025-08-15,0.98,0.095,False,,
STU00480,SCH071,9,Female,High,Shared phone,Moderate,2025-08-19,0.708,0.256,True,47.0,2025-09-17
STU00481,SCH016,8,Male,Middle,Shared phone,Good,2025-08-04,0.98,0.1,False,,
STU00482,SCH051,10,Male,Middle,Laptop/Desktop,Moderate,2025-08-18,0.887,0.092,False,,
STU00483,SCH027,11,Female,High,Shared phone,Good,2025-08-08,0.865,0.161,False,,
STU00484,SCH090,11,Female,Low,Shared phone,Good,2025-08-05,0.484,0.546,True,44.0,2025-09-14
STU00485,SCH050,7,Female,Middle,Laptop/Desktop,Poor,2025-08-16,0.794,0.163,False,,
STU00486,SCH099,9,Male,Low,Laptop/Desktop,Poor,2025-08-21,0.513,0.42,True,31.0,2025-09-01
STU00487,SCH092,7,Female,Middle,Tablet,Moderate,2025-08-02,0.817,0.105,False,,
STU00488,SCH053,6,Female,High,Laptop/Desktop,Good,2025-08-21,0.98,0.059,False,,
STU00489,SCH034,10,Male,Low,Own phone,Good,2025-08-08,0.629,0.282,True,65.0,2025-10-05
STU00490,SCH002,9,Female,High,Tablet,Moderate,2025-08-21,0.98,0.059,False,,
STU00491,SCH044,10,Male,Middle,Own phone,Good,2025-08-02,0.821,0.128,False,,
STU00492,SCH060,6,Female,Middle,Laptop/Desktop,Good,2025-08-13,0.98,0.065,False,,
STU00493,SCH074,12,Female,Low,Tablet,Good,2025-08-12,0.884,0.152,False,,
STU00494,SCH064,12,Male,Middle,Own phone,Poor,2025-08-18,0.486,0.371,True,34.0,2025-09-04
STU00495,SCH064,9,Female,Middle,Laptop/Desktop,Poor,2025-08-10,0.885,0.117,False,,
STU00496,SCH013,11,Female,Low,Own phone,Good,2025-08-02,0.766,0.182,False,,
STU00497,SCH006,7,Non-binary,Middle,Own phone,Good,2025-08-04,0.887,0.091,False,,
STU00498,SCH066,10,Male,Low,Own phone,Moderate,2025-08-06,0.701,0.224,False,,
STU00499,SCH074,11,Male,High,Shared phone,Good,2025-08-19,0.714,0.269,False,,
STU00500,SCH021,11,Female,Low,Own phone,Poor,2025-08-02,0.345,0.588,True,46.0,2025-09-16
STU00501,SCH033,11,Female,Middle,Laptop/Desktop,Good,2025-08-18,0.979,0.082,False,,
STU00502,SCH056,9,Female,Middle,Own phone,Moderate,2025-08-11,0.556,0.22,False,,
STU00503,SCH074,11,Male,Middle,Tablet,Good,2025-08-12,0.956,0.089,False,,
STU00504,SCH068,10,Male,High,Own phone,Good,2025-08-21,0.613,0.236,True,47.0,2025-09-17
STU00505,SCH090,6,Male,High,Laptop/Desktop,Moderate,2025-08-17,0.98,0.072,False,,
STU00506,SCH038,6,Male,Low,Tablet,Poor,2025-08-14,0.676,0.288,False,,
STU00507,SCH005,10,Female,Middle,Shared phone,Good,2025-08-18,0.965,0.122,False,,
STU00508,SCH018,10,Male,Middle,Own phone,Good,2025-08-10,0.98,0.086,False,,
STU00509,SCH064,9,Female,Low,Tablet,Moderate,2025-08-20,0.872,0.113,False,,
STU00510,SCH010,12,Female,Middle,Shared phone,Good,2025-08-17,0.673,0.272,False,,
STU00511,SCH075,10,Male,Low,Own phone,Moderate,2025-08-21,0.885,0.143,False,,
STU00512,SCH025,8,Male,High,Own phone,Moderate,2025-08-12,0.779,0.118,False,,
STU00513,SCH006,8,Female,Middle,Shared phone,Good,2025-08-14,0.532,0.351,False,,
STU00514,SCH028,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-10,0.98,0.064,False,,
STU00515,SCH050,10,Male,Middle,Laptop/Desktop,Good,2025-08-20,0.98,0.078,False,,
STU00516,SCH027,9,Female,High,Tablet,Good,2025-08-14,0.918,0.07,False,,
STU00517,SCH064,9,Male,Middle,Shared phone,Moderate,2025-08-04,0.5,0.332,False,,
STU00518,SCH081,10,Male,Middle,Laptop/Desktop,Moderate,2025-08-11,0.975,0.073,False,,
STU00519,SCH042,10,Female,High,Tablet,Good,2025-08-03,0.98,0.069,False,,
STU00520,SCH096,11,Female,Low,Laptop/Desktop,Moderate,2025-08-14,0.629,0.319,False,,
STU00521,SCH030,6,Female,Low,Shared phone,Moderate,2025-08-15,0.801,0.229,False,,
STU00522,SCH071,10,Male,Low,Shared phone,Moderate,2025-08-17,0.62,0.454,True,56.0,2025-09-26
STU00523,SCH087,9,Female,Middle,Tablet,Poor,2025-08-04,0.71,0.228,True,70.0,2025-10-10
STU00524,SCH094,6,Male,Middle,Laptop/Desktop,Poor,2025-08-10,0.895,0.11,False,,
STU00525,SCH037,10,Female,Low,Shared phone,Moderate,2025-08-08,0.577,0.443,False,,
STU00526,SCH075,10,Male,High,Own phone,Good,2025-08-09,0.934,0.089,False,,
STU00527,SCH062,9,Female,Low,Own phone,Moderate,2025-08-20,0.39,0.377,True,73.0,2025-10-13
STU00528,SCH013,11,Female,Middle,Laptop/Desktop,Poor,2025-08-12,0.505,0.358,False,,
STU00529,SCH022,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-10,0.959,0.07,False,,
STU00530,SCH069,7,Male,Middle,Laptop/Desktop,Good,2025-08-19,0.98,0.063,False,,
STU00531,SCH028,8,Female,Low,Tablet,Poor,2025-08-12,0.593,0.353,False,,
STU00532,SCH044,8,Female,Middle,Laptop/Desktop,Moderate,2025-08-09,0.98,0.066,False,,
STU00533,SCH079,10,Male,Middle,Own phone,Good,2025-08-12,0.98,0.084,False,,
STU00534,SCH084,11,Female,Low,Shared phone,Moderate,2025-08-18,0.677,0.348,False,,
STU00535,SCH045,10,Female,Middle,Tablet,Moderate,2025-08-10,0.942,0.078,False,,
STU00536,SCH091,7,Female,Middle,Own phone,Good,2025-08-13,0.98,0.06,False,,
STU00537,SCH067,8,Female,Middle,Own phone,Poor,2025-08-04,0.567,0.309,True,41.0,2025-09-11
STU00538,SCH009,7,Male,Middle,Shared phone,Poor,2025-08-01,0.447,0.509,True,70.0,2025-10-10
STU00539,SCH062,10,Male,Middle,Laptop/Desktop,Poor,2025-08-02,0.547,0.331,False,,
STU00540,SCH050,7,Male,High,Laptop/Desktop,Good,2025-08-11,0.98,0.064,False,,
STU00541,SCH096,9,Male,Middle,Own phone,Good,2025-08-16,0.817,0.124,False,,
STU00542,SCH027,11,Female,Low,Laptop/Desktop,Good,2025-08-05,0.876,0.135,False,,
STU00543,SCH070,10,Male,Middle,Own phone,Good,2025-08-20,0.916,0.092,False,,
STU00544,SCH090,8,Female,Low,Shared phone,Good,2025-08-04,0.358,0.591,True,41.0,2025-09-11
STU00545,SCH089,8,Female,High,Shared phone,Moderate,2025-08-15,0.711,0.219,True,33.0,2025-09-03
STU00546,SCH069,10,Male,Middle,Own phone,Moderate,2025-08-05,0.892,0.1,False,,
STU00547,SCH095,9,Female,Low,Shared phone,Moderate,2025-08-02,0.432,0.474,False,,
STU00548,SCH079,6,Female,Middle,Tablet,Good,2025-08-15,0.98,0.068,False,,
